Date/Time,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Hmdx,Weather
2016-08-10 03:00:00,18.2,17.4,95.0,33.0,5.0,24.1,98.45,,
2016-08-10 04:00:00,17.8,17.2,96.0,33.0,4.0,24.1,98.43,,Clear
2016-08-10 05:00:00,17.7,16.7,94.0,13.0,3.0,19.3,98.47,,
2016-08-10 06:00:00,18.1,17.5,96.0,12.0,4.0,19.3,98.55,,
2016-08-10 07:00:00,21.9,19.9,88.0,32.0,3.0,19.3,98.61,29.0,Mostly Cloudy
2016-08-10 08:00:00,25.3,20.6,75.0,30.0,7.0,24.1,98.64,33.0,
2016-08-10 09:00:00,27.4,19.9,63.0,29.0,8.0,24.1,98.62,35.0,
2016-08-10 10:00:00,29.0,20.6,60.0,27.0,11.0,24.1,98.65,37.0,Mainly Clear
2016-08-10 11:00:00,30.1,19.1,51.0,24.0,7.0,24.1,98.65,37.0,
2016-08-10 12:00:00,31.7,20.2,50.0,22.0,18.0,24.1,98.62,39.0,
2016-08-10 13:00:00,30.4,19.0,50.0,23.0,17.0,24.1,98.65,37.0,Mostly Cloudy
2016-08-10 14:00:00,31.2,19.1,48.0,26.0,13.0,24.1,98.6,38.0,
2016-08-10 15:00:00,32.1,19.3,46.0,29.0,13.0,24.1,98.58,39.0,
2016-08-10 16:00:00,31.4,16.5,40.0,32.0,19.0,24.1,98.59,36.0,Mainly Clear
2016-08-10 17:00:00,30.7,15.8,40.0,32.0,13.0,24.1,98.55,35.0,
2016-08-10 18:00:00,29.9,16.6,44.0,34.0,9.0,24.1,98.49,35.0,
2016-08-10 19:00:00,28.3,18.0,53.0,28.0,4.0,24.1,98.53,34.0,Mainly Clear
2016-08-10 20:00:00,25.4,20.5,74.0,19.0,8.0,24.1,98.52,33.0,
2016-08-10 21:00:00,23.4,20.4,83.0,10.0,5.0,24.1,98.61,31.0,
2016-08-10 22:00:00,22.6,20.0,85.0,14.0,7.0,24.1,98.6,30.0,Mainly Clear
2016-08-10 23:00:00,22.7,19.9,84.0,11.0,5.0,24.1,98.59,30.0,
2016-08-11 00:00:00,21.1,20.8,98.0,35.0,5.0,24.1,98.65,29.0,
2016-08-11 01:00:00,20.2,19.6,96.0,8.0,3.0,9.7,98.64,27.0,Fog
2016-08-11 02:00:00,19.2,18.6,96.0,2.0,3.0,6.4,98.6,,Fog
2016-08-11 03:00:00,19.3,19.0,98.0,11.0,5.0,1.2,98.61,,Fog
2016-08-11 04:00:00,18.7,18.7,100.0,36.0,2.0,0.2,98.57,,Fog
2016-08-11 05:00:00,19.3,19.3,100.0,10.0,4.0,0.2,98.57,,Fog
2016-08-11 06:00:00,20.5,20.5,100.0,8.0,6.0,0.2,98.59,28.0,Fog
2016-08-11 07:00:00,21.1,21.1,100.0,8.0,5.0,0.4,98.61,30.0,Fog
2016-08-11 08:00:00,22.5,22.5,100.0,15.0,11.0,0.6,98.6,32.0,Fog
2016-08-11 09:00:00,25.7,24.0,90.0,17.0,18.0,8.1,98.52,37.0,Fog
2016-08-11 10:00:00,26.9,23.8,83.0,16.0,16.0,24.1,98.52,38.0,Mostly Cloudy
2016-08-11 11:00:00,27.9,24.0,79.0,19.0,21.0,24.1,98.49,39.0,
2016-08-11 12:00:00,26.8,25.1,90.0,20.0,14.0,24.1,98.44,39.0,"Thunderstorms,Rain Showers"
2016-08-11 13:00:00,23.6,23.1,97.0,20.0,24.0,4.8,98.43,34.0,"Thunderstorms,Rain Showers,Fog"
2016-08-11 14:00:00,26.6,24.7,89.0,17.0,10.0,24.1,98.28,39.0,
2016-08-11 15:00:00,29.3,25.4,79.0,20.0,16.0,19.3,98.24,42.0,
2016-08-11 16:00:00,28.5,24.0,76.0,19.0,18.0,24.1,98.13,40.0,Mostly Cloudy
2016-08-11 17:00:00,28.6,23.4,73.0,19.0,14.0,24.1,98.1,39.0,
2016-08-11 18:00:00,27.3,23.4,79.0,17.0,18.0,24.1,98.07,38.0,
2016-08-11 19:00:00,26.9,23.4,81.0,18.0,19.0,19.3,98.09,38.0,Mostly Cloudy
2016-08-11 20:00:00,26.2,23.3,84.0,19.0,14.0,19.3,98.02,37.0,
2016-08-11 21:00:00,25.5,23.2,87.0,19.0,17.0,19.3,98.03,36.0,
2016-08-11 22:00:00,24.7,23.2,91.0,19.0,16.0,24.1,97.99,35.0,Mostly Cloudy
2016-08-11 23:00:00,24.6,23.2,92.0,19.0,13.0,24.1,97.94,35.0,
2016-08-12 00:00:00,24.8,23.4,92.0,21.0,14.0,24.1,97.92,35.0,
2016-08-12 01:00:00,24.6,23.4,93.0,21.0,14.0,24.1,97.91,35.0,Mainly Clear
2016-08-12 02:00:00,24.6,23.4,93.0,23.0,13.0,24.1,97.88,35.0,
2016-08-12 03:00:00,24.5,23.5,94.0,22.0,15.0,24.1,97.83,35.0,
2016-08-12 04:00:00,24.8,23.6,93.0,23.0,18.0,24.1,97.81,36.0,Mainly Clear
2016-08-12 05:00:00,24.8,23.4,92.0,23.0,16.0,19.3,97.82,35.0,
2016-08-12 06:00:00,24.4,23.2,93.0,24.0,11.0,19.3,97.84,35.0,
2016-08-12 07:00:00,25.7,24.0,90.0,23.0,15.0,16.1,97.87,37.0,Mostly Cloudy
2016-08-12 08:00:00,27.2,24.5,85.0,22.0,23.0,19.3,97.86,39.0,
2016-08-12 09:00:00,28.2,24.9,82.0,23.0,20.0,24.1,97.82,40.0,
2016-08-12 10:00:00,28.4,24.9,81.0,24.0,21.0,24.1,97.83,41.0,Mostly Cloudy
2016-08-12 11:00:00,29.9,24.7,73.0,26.0,16.0,24.1,97.85,42.0,
2016-08-12 12:00:00,30.2,25.2,74.0,24.0,18.0,24.1,97.81,43.0,
2016-08-12 13:00:00,31.3,24.4,66.0,24.0,23.0,24.1,97.74,43.0,Mostly Cloudy
2016-08-12 14:00:00,32.1,24.6,64.0,24.0,22.0,19.3,97.71,44.0,
2016-08-12 15:00:00,32.6,25.3,65.0,22.0,16.0,24.1,97.67,45.0,
2016-08-12 16:00:00,23.8,21.7,88.0,2.0,18.0,24.1,97.76,33.0,"Thunderstorms,Rain Showers"
2016-08-12 17:00:00,26.7,21.1,71.0,16.0,9.0,1.6,97.92,35.0,"Thunderstorms,Heavy Rain Showers,Haze"
2016-08-12 18:00:00,23.1,22.8,98.0,15.0,10.0,16.1,97.79,33.0,"Thunderstorms,Rain Showers"
2016-08-12 19:00:00,23.3,22.8,97.0,18.0,4.0,12.9,97.78,33.0,Rain Showers
2016-08-12 20:00:00,23.6,22.9,96.0,21.0,10.0,9.7,97.84,34.0,"Thunderstorms,Moderate Rain Showers,Fog"
2016-08-12 21:00:00,22.5,22.3,99.0,2.0,5.0,16.1,97.85,32.0,
2016-08-12 22:00:00,22.5,22.3,99.0,36.0,1.0,16.1,97.87,32.0,Cloudy
2016-08-12 23:00:00,22.9,22.7,99.0,12.0,3.0,12.9,97.84,33.0,
2016-08-13 00:00:00,22.6,22.4,99.0,8.0,3.0,12.9,97.88,32.0,
2016-08-13 01:00:00,22.3,22.3,100.0,13.0,7.0,1.6,97.83,32.0,Fog
2016-08-13 02:00:00,22.1,22.1,100.0,14.0,7.0,2.0,97.78,32.0,Fog
2016-08-13 03:00:00,22.9,22.9,100.0,21.0,8.0,4.8,97.76,33.0,Fog
2016-08-13 04:00:00,23.3,22.8,97.0,24.0,8.0,9.7,97.76,33.0,"Thunderstorms,Rain Showers,Fog"
2016-08-13 05:00:00,23.4,23.1,98.0,18.0,8.0,24.1,97.74,34.0,
2016-08-13 06:00:00,23.5,23.2,98.0,16.0,7.0,9.7,97.73,34.0,Fog
2016-08-13 07:00:00,24.4,23.9,97.0,18.0,14.0,16.1,97.72,36.0,Cloudy
2016-08-13 08:00:00,25.6,24.4,93.0,21.0,20.0,24.1,97.69,37.0,
2016-08-13 09:00:00,26.3,24.8,91.0,19.0,18.0,24.1,97.65,38.0,
2016-08-13 10:00:00,26.5,24.2,87.0,20.0,36.0,12.9,97.61,38.0,Rain Showers
2016-08-13 11:00:00,26.3,24.4,89.0,22.0,26.0,12.9,97.64,38.0,Rain Showers
2016-08-13 12:00:00,26.7,24.8,89.0,24.0,24.0,16.1,97.59,39.0,Rain Showers
2016-08-13 13:00:00,25.8,24.6,93.0,23.0,14.0,24.1,97.6,38.0,Cloudy
2016-08-13 14:00:00,26.4,23.9,86.0,24.0,22.0,19.3,97.56,38.0,Thunderstorms
2016-08-13 15:00:00,25.8,24.6,93.0,21.0,15.0,12.9,97.53,38.0,"Thunderstorms,Moderate Rain Showers"
2016-08-13 16:00:00,27.3,25.0,87.0,21.0,20.0,24.1,97.53,40.0,Mostly Cloudy
2016-08-13 17:00:00,25.8,24.1,90.0,22.0,31.0,16.1,97.56,37.0,Rain Showers
2016-08-13 18:00:00,22.2,20.7,91.0,24.0,14.0,12.9,97.6,30.0,Rain
2016-08-13 19:00:00,22.6,21.9,96.0,22.0,13.0,24.1,97.64,32.0,Mostly Cloudy
2016-08-13 20:00:00,23.3,22.6,96.0,24.0,21.0,24.1,97.64,33.0,
2016-08-13 21:00:00,23.2,22.5,96.0,29.0,10.0,24.1,97.75,33.0,
2016-08-13 22:00:00,23.3,22.8,97.0,23.0,9.0,16.1,97.75,33.0,Mostly Cloudy
2016-08-13 23:00:00,23.5,23.0,97.0,24.0,14.0,12.9,97.8,34.0,
2016-08-14 00:00:00,22.7,21.9,95.0,31.0,12.0,12.9,97.84,32.0,
2016-08-14 01:00:00,21.0,20.4,96.0,31.0,10.0,16.1,97.85,29.0,Mostly Cloudy
2016-08-14 02:00:00,20.2,19.6,96.0,30.0,13.0,16.1,97.91,27.0,
2016-08-14 03:00:00,20.0,19.4,96.0,31.0,10.0,16.1,97.96,27.0,
2016-08-14 04:00:00,19.7,19.1,96.0,31.0,8.0,16.1,98.02,,Mostly Cloudy
2016-08-14 05:00:00,19.5,19.0,97.0,30.0,7.0,16.1,98.05,,
2016-08-14 06:00:00,19.4,18.9,97.0,28.0,5.0,16.1,98.14,,
2016-08-14 07:00:00,20.5,19.2,92.0,30.0,4.0,24.1,98.2,27.0,Mostly Cloudy
2016-08-14 08:00:00,21.0,19.8,93.0,28.0,5.0,24.1,98.29,28.0,
2016-08-14 09:00:00,22.5,20.6,89.0,30.0,8.0,24.1,98.3,31.0,
2016-08-14 10:00:00,23.3,19.9,81.0,28.0,12.0,24.1,98.33,31.0,Mostly Cloudy
2016-08-14 11:00:00,23.6,20.2,81.0,27.0,10.0,24.1,98.38,31.0,
2016-08-14 12:00:00,24.7,20.3,76.0,28.0,13.0,24.1,98.37,33.0,
2016-08-14 13:00:00,25.1,19.4,70.0,28.0,14.0,24.1,98.4,32.0,Cloudy
2016-08-14 14:00:00,26.0,19.0,65.0,28.0,8.0,24.1,98.43,33.0,
2016-08-14 15:00:00,25.3,20.0,72.0,30.0,16.0,24.1,98.4,33.0,
2016-08-14 16:00:00,24.5,19.0,71.0,30.0,14.0,24.1,98.44,31.0,Cloudy
2016-08-14 17:00:00,24.0,19.6,76.0,32.0,12.0,24.1,98.48,31.0,
2016-08-14 18:00:00,23.7,19.7,78.0,30.0,5.0,24.1,98.5,31.0,
2016-08-14 19:00:00,23.0,20.0,83.0,36.0,2.0,24.1,98.51,31.0,Mostly Cloudy
2016-08-14 20:00:00,20.8,19.8,94.0,30.0,4.0,24.1,98.58,28.0,
2016-08-14 21:00:00,19.3,18.7,96.0,1.0,5.0,24.1,98.66,,
2016-08-14 22:00:00,18.9,18.7,99.0,36.0,4.0,24.1,98.69,,Mainly Clear
2016-08-14 23:00:00,18.5,18.2,98.0,36.0,1.0,24.1,98.73,,
2016-08-15 00:00:00,18.4,18.2,99.0,36.0,2.0,24.1,98.73,,
2016-08-15 01:00:00,18.4,18.2,99.0,7.0,4.0,24.1,98.72,,Cloudy
2016-08-15 02:00:00,17.8,17.5,98.0,12.0,6.0,24.1,98.75,,
2016-08-15 03:00:00,18.0,17.8,99.0,9.0,5.0,24.1,98.77,,
2016-08-15 04:00:00,17.9,17.6,98.0,8.0,6.0,24.1,98.8,,Mostly Cloudy
2016-08-15 05:00:00,17.8,17.5,98.0,6.0,6.0,19.3,98.81,,
2016-08-15 06:00:00,18.4,17.9,97.0,7.0,7.0,16.1,98.83,,
2016-08-15 07:00:00,19.4,18.6,95.0,8.0,7.0,19.3,98.87,,Cloudy
2016-08-15 08:00:00,20.9,19.6,92.0,12.0,10.0,24.1,98.89,28.0,
2016-08-15 09:00:00,22.3,19.3,83.0,13.0,14.0,24.1,98.93,29.0,
2016-08-15 10:00:00,23.6,20.8,84.0,13.0,25.0,24.1,98.94,32.0,Cloudy
2016-08-15 11:00:00,24.2,20.6,80.0,13.0,21.0,24.1,98.95,32.0,
2016-08-15 12:00:00,25.7,21.0,75.0,15.0,19.0,24.1,98.9,34.0,
2016-08-15 13:00:00,25.4,21.2,77.0,14.0,16.0,24.1,98.89,34.0,Cloudy
2016-08-15 14:00:00,26.7,20.7,69.0,16.0,17.0,24.1,98.86,35.0,
2016-08-15 15:00:00,24.2,20.6,80.0,16.0,26.0,24.1,98.81,32.0,
2016-08-15 16:00:00,23.7,20.1,80.0,14.0,13.0,24.1,98.8,31.0,Cloudy
2016-08-15 17:00:00,23.7,20.5,82.0,15.0,12.0,24.1,98.76,32.0,
2016-08-15 18:00:00,22.9,20.5,86.0,11.0,11.0,24.1,98.74,31.0,
2016-08-15 19:00:00,22.5,20.6,89.0,12.0,9.0,24.1,98.75,31.0,Cloudy
2016-08-15 20:00:00,21.9,20.7,93.0,15.0,9.0,24.1,98.77,30.0,
2016-08-15 21:00:00,21.7,20.9,95.0,10.0,5.0,24.1,98.8,30.0,
2016-08-15 22:00:00,21.4,20.8,96.0,10.0,7.0,24.1,98.78,30.0,Cloudy
2016-08-15 23:00:00,21.7,20.9,95.0,13.0,7.0,24.1,98.77,30.0,
2016-08-16 00:00:00,21.4,20.9,97.0,12.0,7.0,24.1,98.7,30.0,
2016-08-16 01:00:00,21.2,20.9,98.0,12.0,7.0,24.1,98.68,30.0,Cloudy
2016-08-16 02:00:00,21.3,21.1,99.0,8.0,5.0,12.9,98.61,30.0,Rain
2016-08-16 03:00:00,21.4,21.2,99.0,10.0,8.0,8.1,98.55,30.0,"Rain,Fog"
2016-08-16 04:00:00,21.4,21.2,99.0,9.0,16.0,4.8,98.47,30.0,"Rain,Fog"
2016-08-16 05:00:00,21.5,21.3,99.0,14.0,10.0,2.4,98.44,30.0,"Rain,Fog"
2016-08-16 06:00:00,21.0,20.7,98.0,10.0,23.0,8.1,98.3,29.0,"Rain,Fog"
2016-08-16 07:00:00,20.9,20.6,98.0,14.0,21.0,4.0,98.27,29.0,"Rain,Fog"
2016-08-16 08:00:00,22.5,22.2,98.0,15.0,24.0,19.3,98.15,32.0,
2016-08-16 09:00:00,23.7,22.5,93.0,18.0,30.0,24.1,98.08,33.0,
2016-08-16 10:00:00,24.0,21.9,88.0,20.0,36.0,24.1,98.02,33.0,Cloudy
2016-08-16 11:00:00,24.1,22.0,88.0,20.0,32.0,24.1,97.97,33.0,Rain Showers
2016-08-16 12:00:00,24.3,22.4,89.0,21.0,32.0,24.1,97.95,34.0,
2016-08-16 13:00:00,24.6,22.2,86.0,23.0,40.0,24.1,97.97,34.0,Cloudy
2016-08-16 14:00:00,24.6,21.0,80.0,27.0,32.0,24.1,98.07,33.0,
2016-08-16 15:00:00,24.2,20.0,77.0,28.0,27.0,24.1,98.12,32.0,
2016-08-16 16:00:00,24.2,19.2,73.0,29.0,28.0,24.1,98.16,31.0,Mostly Cloudy
2016-08-16 17:00:00,22.5,19.1,81.0,30.0,17.0,24.1,98.2,29.0,
2016-08-16 18:00:00,22.6,18.8,79.0,32.0,19.0,24.1,98.27,29.0,
2016-08-16 19:00:00,21.1,17.8,81.0,30.0,12.0,24.1,98.3,27.0,Mostly Cloudy
2016-08-16 20:00:00,19.6,17.8,89.0,28.0,8.0,24.1,98.4,,
2016-08-16 21:00:00,18.8,17.7,93.0,28.0,9.0,24.1,98.5,,
2016-08-16 22:00:00,18.2,17.6,96.0,29.0,8.0,24.1,98.56,,Mostly Cloudy
2016-08-16 23:00:00,18.0,17.4,96.0,30.0,8.0,24.1,98.59,,
2016-08-17 00:00:00,17.6,17.0,96.0,31.0,5.0,24.1,98.62,,
2016-08-17 01:00:00,17.1,16.8,98.0,28.0,7.0,24.1,98.65,,Mainly Clear
2016-08-17 02:00:00,17.1,16.6,97.0,31.0,5.0,24.1,98.65,,
2016-08-17 03:00:00,16.5,16.0,97.0,36.0,2.0,24.1,98.63,,
2016-08-17 04:00:00,15.7,15.6,99.0,22.0,6.0,24.1,98.66,,Mostly Cloudy
2016-08-17 05:00:00,15.6,15.3,98.0,8.0,6.0,24.1,98.64,,
2016-08-17 06:00:00,15.7,15.6,99.0,36.0,3.0,24.1,98.67,,
2016-08-17 07:00:00,17.5,16.9,96.0,9.0,5.0,24.1,98.67,,Mostly Cloudy
2016-08-17 08:00:00,19.1,17.8,92.0,14.0,13.0,24.1,98.71,,
2016-08-17 09:00:00,21.3,18.7,85.0,15.0,9.0,24.1,98.71,28.0,
2016-08-17 10:00:00,23.7,19.7,78.0,18.0,12.0,24.1,98.7,31.0,Mostly Cloudy
2016-08-17 11:00:00,25.6,20.5,73.0,18.0,19.0,24.1,98.64,34.0,
2016-08-17 12:00:00,25.6,20.3,72.0,21.0,15.0,24.1,98.58,33.0,
2016-08-17 13:00:00,25.9,20.8,73.0,19.0,21.0,24.1,98.51,34.0,Mostly Cloudy
2016-08-17 14:00:00,25.7,21.0,75.0,18.0,21.0,24.1,98.43,34.0,
2016-08-17 15:00:00,26.2,20.6,71.0,21.0,23.0,24.1,98.36,34.0,
2016-08-17 16:00:00,25.5,20.8,75.0,19.0,17.0,24.1,98.34,34.0,Mostly Cloudy
2016-08-17 17:00:00,25.1,21.3,79.0,21.0,17.0,24.1,98.34,34.0,
2016-08-17 18:00:00,20.1,19.0,93.0,20.0,12.0,24.1,98.38,27.0,
2016-08-17 19:00:00,19.8,19.0,95.0,9.0,3.0,24.1,98.41,,Mostly Cloudy
2016-08-17 20:00:00,19.7,19.1,96.0,16.0,5.0,24.1,98.37,,
2016-08-17 21:00:00,19.3,19.0,98.0,13.0,4.0,24.1,98.36,,
2016-08-17 22:00:00,18.7,18.5,99.0,25.0,3.0,24.1,98.36,,Mainly Clear
2016-08-17 23:00:00,19.0,18.4,96.0,25.0,9.0,24.1,98.37,,
2016-08-18 00:00:00,19.6,19.1,97.0,27.0,7.0,24.1,98.41,,
2016-08-18 01:00:00,19.4,19.1,98.0,29.0,5.0,24.1,98.39,,Mostly Cloudy
2016-08-18 02:00:00,19.1,18.9,99.0,30.0,5.0,11.3,98.37,,
2016-08-18 03:00:00,18.8,18.6,99.0,35.0,7.0,4.0,98.38,,Fog
2016-08-18 04:00:00,19.0,18.7,98.0,31.0,5.0,8.1,98.41,,Fog
2016-08-18 05:00:00,18.8,18.6,99.0,34.0,12.0,9.7,98.44,,Fog
2016-08-18 06:00:00,18.9,18.3,96.0,35.0,9.0,16.1,98.51,,
2016-08-18 07:00:00,18.9,17.9,94.0,35.0,11.0,16.1,98.56,,Mostly Cloudy
2016-08-18 08:00:00,19.8,18.3,91.0,33.0,14.0,19.3,98.6,,
2016-08-18 09:00:00,20.9,18.3,85.0,35.0,10.0,24.1,98.57,27.0,
2016-08-18 10:00:00,22.0,18.8,82.0,35.0,14.0,24.1,98.58,29.0,Mostly Cloudy
2016-08-18 11:00:00,23.5,19.1,76.0,32.0,8.0,24.1,98.56,30.0,
2016-08-18 12:00:00,25.2,19.7,71.0,31.0,11.0,24.1,98.53,33.0,
2016-08-18 13:00:00,25.8,20.0,70.0,35.0,5.0,24.1,98.5,33.0,Mainly Clear
2016-08-18 14:00:00,26.6,18.9,62.0,30.0,9.0,24.1,98.48,33.0,
2016-08-18 15:00:00,27.6,18.2,56.0,26.0,13.0,24.1,98.45,34.0,
2016-08-18 16:00:00,26.8,18.5,60.0,30.0,4.0,24.1,98.43,33.0,Mostly Cloudy
2016-08-18 17:00:00,26.2,18.7,63.0,31.0,11.0,24.1,98.41,33.0,
2016-08-18 18:00:00,25.6,17.4,60.0,31.0,10.0,24.1,98.39,31.0,
2016-08-18 19:00:00,23.5,14.9,58.0,30.0,7.0,24.1,98.37,27.0,Mainly Clear
2016-08-18 20:00:00,19.9,16.4,80.0,23.0,3.0,24.1,98.36,,
2016-08-18 21:00:00,17.8,16.2,90.0,36.0,1.0,24.1,98.35,,
2016-08-18 22:00:00,17.3,16.3,94.0,17.0,4.0,24.1,98.36,,Mainly Clear
2016-08-18 23:00:00,16.5,15.4,93.0,1.0,3.0,24.1,98.37,,
